date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:24:02	44841/44841	---M--	200	added ('OK')	image/jpeg	etag:%22af29-575096649f795%22	http://localhost/nakiranda/wp-content/uploads/2018/09/cropped-Patience-Loy-1.jpg	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/uploads/2018/09/cropped-Patience-Loy-1.jpg	(from http://localhost/nakiranda/)
16:24:06	20018/20018	---MC-	200	added ('OK')	text/html	date:Fri,%2014%20Sep%202018%2013:24:02%20GMT	http://localhost/nakiranda/education-background/	C:/My%20Web%20Sites/Patience/localhost/nakiranda/education-background/index.html	(from http://localhost/nakiranda/)
16:24:07	21351/21351	---MC-	200	added ('OK')	text/html	date:Fri,%2014%20Sep%202018%2013:24:02%20GMT	http://localhost/nakiranda/experience1/	C:/My%20Web%20Sites/Patience/localhost/nakiranda/experience1/index.html	(from http://localhost/nakiranda/)
16:24:07	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:02%20GMT	http://localhost/nakiranda/npatienceloy@gmail.com	C:/My%20Web%20Sites/Patience/localhost/nakiranda/npatienceloy@gmail.com	(from http://localhost/nakiranda/)
16:24:07	14073/14073	---MC-	200	added ('OK')	text/html	date:Fri,%2014%20Sep%202018%2013:24:03%20GMT	http://localhost/nakiranda/contact-me/	C:/My%20Web%20Sites/Patience/localhost/nakiranda/contact-me/index.html	(from http://localhost/nakiranda/)
16:24:09	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:07%20GMT	http://localhost/nakiranda/Kampala%20Uganda	C:/My%20Web%20Sites/Patience/localhost/nakiranda/Kampala%20Uganda	(from http://localhost/nakiranda/)
16:24:10	2967/2967	---M--	200	added ('OK')	application/javascript	etag:%22b97-574f4c92bcec4%22	http://localhost/nakiranda/wp-content/themes/personal-info/js/navigation.js?ver=20151215	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/js/navigation4a7d.js	(from http://localhost/nakiranda/)
16:24:10	683/683	---M--	200	added ('OK')	application/javascript	etag:%222ab-574f4c931950b%22	http://localhost/nakiranda/wp-content/themes/personal-info/js/skip-link-focus-fix.js?ver=20151215	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/js/skip-link-focus-fix4a7d.js	(from http://localhost/nakiranda/)
16:24:10	14585/14585	---M--	200	added ('OK')	application/javascript	etag:%2238f9-574f50516828a%22	http://localhost/nakiranda/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.3	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/plugins/contact-form-7/includes/js/scriptsaead.js	(from http://localhost/nakiranda/)
16:24:10	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22576-57469c90a6906%22	http://localhost/nakiranda/wp-includes/js/wp-embed.min.js?ver=4.9.8	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-includes/js/wp-embed.min5010.js	(from http://localhost/nakiranda/)
16:24:11	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-574f5050aa8b9%22	http://localhost/nakiranda/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://localhost/nakiranda/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.3)
16:24:12	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:11%20GMT	http://localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.eot	(from http://localhost/nakiranda/wp-content/themes/personal-info/css/all.css?ver=4.9.8)
16:24:14	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:13%20GMT	http://localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regulard41d.eot	(from http://localhost/nakiranda/wp-content/themes/personal-info/css/all.css?ver=4.9.8)
16:24:16	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:14%20GMT	http://localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.woff2	(from http://localhost/nakiranda/wp-content/themes/personal-info/css/all.css?ver=4.9.8)
16:24:17	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:16%20GMT	http://localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.woff	(from http://localhost/nakiranda/wp-content/themes/personal-info/css/all.css?ver=4.9.8)
16:24:20	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:18%20GMT	http://localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.ttf	(from http://localhost/nakiranda/wp-content/themes/personal-info/css/all.css?ver=4.9.8)
16:24:22	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:20%20GMT	http://localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/fonts/glyphicons-halflings-regular.svg	(from http://localhost/nakiranda/wp-content/themes/personal-info/css/all.css?ver=4.9.8)
16:24:24	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:22%20GMT	http://localhost/nakiranda/wp-content/themes/personal-info/css/grabbing.png	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/css/grabbing.png	(from http://localhost/nakiranda/wp-content/themes/personal-info/css/all.css?ver=4.9.8)
16:24:27	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:25%20GMT	http://localhost/nakiranda/wp-content/themes/personal-info/css/AjaxLoader.gif	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/css/AjaxLoader.gif	(from http://localhost/nakiranda/wp-content/themes/personal-info/css/all.css?ver=4.9.8)
16:24:30	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:27%20GMT	http://localhost/nakiranda/wp-content/themes/personal-info/img/close.svg	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/img/close.svg	(from http://localhost/nakiranda/wp-content/themes/personal-info/css/all.css?ver=4.9.8)
16:24:32	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:30%20GMT	http://localhost/nakiranda/wp-content/themes/personal-info/img/loading.gif	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/img/loading.gif	(from http://localhost/nakiranda/wp-content/themes/personal-info/css/all.css?ver=4.9.8)
16:24:40	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-52aff8969e980%22	http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3295.eot	(from http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:24:44	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-52aff8969e980%22	http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:24:44	66624/66624	---M--	200	added ('OK')	font/woff2	etag:%2210440-52aff8969e980%22	http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3295.woff2	(from http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:24:44	365616/365616	---M--	200	added ('OK')	image/svg+xml	etag:%2259430-52aff8969e980%22	http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3295.svg	(from http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:24:46	456194/456194	---M--	200	added ('OK')	text/css	etag:%226f602-534b35d243e80%22	http://localhost/nakiranda/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/plugins/js_composer/assets/css/js_composer.min0147.css	(from http://localhost/nakiranda/about-me/)
16:24:48	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Sep%202018%2013:24:46%20GMT	http://localhost/nakiranda/?p=5	C:/My%20Web%20Sites/Patience/localhost/nakiranda/indexc471.html	(from http://localhost/nakiranda/about-me/)
16:24:48	83588/83588	---M--	200	added ('OK')	font/woff	etag:%2214684-52aff8969e980%22	http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3295.woff	(from http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:24:48	2272/2272	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Sep%202018%2013:24:46%20GMT	http://localhost/nakiranda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fnakiranda%2Fabout-me%2F	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-json/oembed/1.0/embedd712.json	(from http://localhost/nakiranda/about-me/)
16:24:49	2365/2365	---M--	200	added ('OK')	text/xml	date:Fri,%2014%20Sep%202018%2013:24:48%20GMT	http://localhost/nakiranda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fnakiranda%2Fabout-me%2F&format=xml	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-json/oembed/1.0/embedb2fe	(from http://localhost/nakiranda/about-me/)
16:24:50	869/869	---M--	200	added ('OK')	image/svg+xml	etag:%22365-574f4c904f18c%22	http://localhost/nakiranda/wp-content/themes/personal-info/inc/img/close.svg	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/inc/img/close.svg	(from http://localhost/nakiranda/about-me/)
16:24:50	3893/3893	---M--	200	added ('OK')	image/png	etag:%22f35-574f4c9083d95%22	http://localhost/nakiranda/wp-content/themes/personal-info/inc/img/portfolio.png	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/themes/personal-info/inc/img/portfolio.png	(from http://localhost/nakiranda/about-me/)
16:24:51	12686/12686	---M--	200	added ('OK')	image/jpeg	etag:%22318e-57531b35b19f4%22	http://localhost/nakiranda/wp-content/uploads/2018/09/Loy-2-Lydia-211x300.jpg	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/uploads/2018/09/Loy-2-Lydia-211x300.jpg	(from http://localhost/nakiranda/about-me/)
16:24:52	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:50%20GMT	http://localhost/nakiranda/about-me/+256701686219	C:/My%20Web%20Sites/Patience/localhost/nakiranda/about-me/+256701686219	(from http://localhost/nakiranda/about-me/)
16:24:54	142072/142072	---M--	200	added ('OK')	font/ttf	etag:%2222af8-52aff8969e980%22	http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3295.ttf	(from http://localhost/nakiranda/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:24:55	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:53%20GMT	http://localhost/nakiranda/about-me/npatienceloy@gmail.com	C:/My%20Web%20Sites/Patience/localhost/nakiranda/about-me/npatienceloy@gmail.com	(from http://localhost/nakiranda/about-me/)
16:24:56	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:24:55%20GMT	http://localhost/nakiranda/about-me/Kampala%20Uganda	C:/My%20Web%20Sites/Patience/localhost/nakiranda/about-me/Kampala%20Uganda	(from http://localhost/nakiranda/about-me/)
16:24:57	19095/19095	---M--	200	added ('OK')	application/javascript	etag:%224a97-534b35d614780%22	http://localhost/nakiranda/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=4.12	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min0147.js	(from http://localhost/nakiranda/about-me/)
16:24:59	2335/2335	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Sep%202018%2013:24:57%20GMT	http://localhost/nakiranda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fnakiranda%2Feducation-background%2F	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-json/oembed/1.0/embeded23.json	(from http://localhost/nakiranda/education-background/)
16:24:59	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Sep%202018%2013:24:58%20GMT	http://localhost/nakiranda/?p=175	C:/My%20Web%20Sites/Patience/localhost/nakiranda/indexa09e.html	(from http://localhost/nakiranda/education-background/)
16:25:00	2428/2428	---M--	200	added ('OK')	text/xml	date:Fri,%2014%20Sep%202018%2013:24:59%20GMT	http://localhost/nakiranda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fnakiranda%2Feducation-background%2F&format=xml	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-json/oembed/1.0/embedb206	(from http://localhost/nakiranda/education-background/)
16:25:00	10715/10715	---M--	200	added ('OK')	image/jpeg	etag:%2229db-575336b0e76bc%22	http://localhost/nakiranda/wp-content/uploads/2018/09/graduation1-300x285.jpg	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/uploads/2018/09/graduation1-300x285.jpg	(from http://localhost/nakiranda/education-background/)
16:25:01	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:25:00%20GMT	http://localhost/nakiranda/education-background/+256701686219	C:/My%20Web%20Sites/Patience/localhost/nakiranda/education-background/+256701686219	(from http://localhost/nakiranda/education-background/)
16:25:03	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:25:02%20GMT	http://localhost/nakiranda/education-background/npatienceloy@gmail.com	C:/My%20Web%20Sites/Patience/localhost/nakiranda/education-background/npatienceloy@gmail.com	(from http://localhost/nakiranda/education-background/)
16:25:04	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:25:03%20GMT	http://localhost/nakiranda/education-background/Kampala%20Uganda	C:/My%20Web%20Sites/Patience/localhost/nakiranda/education-background/Kampala%20Uganda	(from http://localhost/nakiranda/education-background/)
16:25:05	2287/2287	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Sep%202018%2013:25:04%20GMT	http://localhost/nakiranda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fnakiranda%2Fexperience1%2F	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-json/oembed/1.0/embed18ca.json	(from http://localhost/nakiranda/experience1/)
16:25:06	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Sep%202018%2013:25:05%20GMT	http://localhost/nakiranda/?p=159	C:/My%20Web%20Sites/Patience/localhost/nakiranda/indexb950.html	(from http://localhost/nakiranda/experience1/)
16:25:06	2380/2380	---M--	200	added ('OK')	text/xml	date:Fri,%2014%20Sep%202018%2013:25:05%20GMT	http://localhost/nakiranda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fnakiranda%2Fexperience1%2F&format=xml	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-json/oembed/1.0/embedb17f	(from http://localhost/nakiranda/experience1/)
16:25:06	15428/15428	---M--	200	added ('OK')	image/jpeg	etag:%223c44-574f7e71c38e3%22	http://localhost/nakiranda/wp-content/uploads/2017/06/webdesigner-2443766_1920-300x200.jpg	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-content/uploads/2017/06/webdesigner-2443766_1920-300x200.jpg	(from http://localhost/nakiranda/experience1/)
16:25:08	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:25:06%20GMT	http://localhost/nakiranda/experience1/+256701686219	C:/My%20Web%20Sites/Patience/localhost/nakiranda/experience1/+256701686219	(from http://localhost/nakiranda/experience1/)
16:25:09	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:25:08%20GMT	http://localhost/nakiranda/experience1/npatienceloy@gmail.com	C:/My%20Web%20Sites/Patience/localhost/nakiranda/experience1/npatienceloy@gmail.com	(from http://localhost/nakiranda/experience1/)
16:25:10	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:25:09%20GMT	http://localhost/nakiranda/experience1/Kampala%20Uganda	C:/My%20Web%20Sites/Patience/localhost/nakiranda/experience1/Kampala%20Uganda	(from http://localhost/nakiranda/experience1/)
16:25:11	2276/2276	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Sep%202018%2013:25:10%20GMT	http://localhost/nakiranda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fnakiranda%2Fcontact-me%2F	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-json/oembed/1.0/embed2ac8.json	(from http://localhost/nakiranda/contact-me/)
16:25:12	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Sep%202018%2013:25:11%20GMT	http://localhost/nakiranda/?p=7	C:/My%20Web%20Sites/Patience/localhost/nakiranda/indexc4f7.html	(from http://localhost/nakiranda/contact-me/)
16:25:12	2369/2369	---M--	200	added ('OK')	text/xml	date:Fri,%2014%20Sep%202018%2013:25:12%20GMT	http://localhost/nakiranda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fnakiranda%2Fcontact-me%2F&format=xml	C:/My%20Web%20Sites/Patience/localhost/nakiranda/wp-json/oembed/1.0/embed61c6	(from http://localhost/nakiranda/contact-me/)
16:25:13	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:25:12%20GMT	http://localhost/nakiranda/contact-me/+256701686219	C:/My%20Web%20Sites/Patience/localhost/nakiranda/contact-me/+256701686219	(from http://localhost/nakiranda/contact-me/)
16:25:14	17618/17618	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:25:13%20GMT	http://localhost/nakiranda/contact-me/npatienceloy@gmail.com	C:/My%20Web%20Sites/Patience/localhost/nakiranda/contact-me/npatienceloy@gmail.com	(from http://localhost/nakiranda/contact-me/)
